date	province	district	infected_total
18.04.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	76
19.04.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	80
20.04.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	81
21.04.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	81
22.04.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	81
23.04.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	81
24.04.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	81
25.04.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	81
26.04.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	82
27.04.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	82
28.04.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	83
29.04.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	83
30.04.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	83
01.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	84
02.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	88
03.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	88
04.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	89
05.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	90
06.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	90
07.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	93
08.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	98
09.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	98
10.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	98
11.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	102
12.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	103
13.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	104
14.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	108
15.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	108
16.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	108
17.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	109
18.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	109
19.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	109
20.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	112
21.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	112
22.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	113
23.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	113
24.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	113
25.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	114
26.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	114
27.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	114
28.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	114
29.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	114
30.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	114
31.05.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	114
01.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	114
02.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	115
03.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	118
04.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	123
05.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	123
06.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	132
07.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	132
08.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	133
09.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	136
10.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	140
11.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	141
12.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	146
13.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	148
14.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	153
15.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	156
16.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	156
17.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	160
18.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	162
19.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	164
20.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	164
21.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	164
22.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	164
23.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	163
24.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	164
25.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	164
26.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	165
27.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	165
28.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	165
29.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	167
30.06.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	167
01.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	167
02.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	170
03.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	170
04.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	170
05.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	173
06.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	173
07.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	173
08.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	173
09.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	173
10.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	174
11.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	174
12.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	174
13.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	175
14.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	175
15.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	175
16.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	177
17.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	179
18.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	180
19.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	180
20.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	181
21.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	182
22.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	184
23.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	192
24.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	194
25.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	202
26.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	202
27.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	202
28.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	203
29.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	203
30.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	205
31.07.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	205
01.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	205
02.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	206
03.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	206
04.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	207
05.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	213
06.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	216
07.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	217
08.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	220
09.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	220
10.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	223
11.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	228
12.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	228
13.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	234
14.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	236
15.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	236
16.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	237
17.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	237
18.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	239
19.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	241
20.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	242
21.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	243
22.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	245
23.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	247
24.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	250
25.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	250
26.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	250
27.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	251
28.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	251
29.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	252
30.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	252
31.08.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	253
01.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	254
02.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	254
03.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	254
04.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	254
05.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	254
06.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	257
07.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	259
08.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	260
09.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	260
10.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	262
11.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	262
12.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	263
13.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	264
14.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	265
15.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	266
16.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	268
17.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	270
18.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	271
19.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	273
20.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	275
21.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	277
22.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	277
23.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	277
24.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	277
25.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	278
26.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	279
27.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	280
28.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	281
29.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	283
30.09.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	286
01.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	290
02.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	295
03.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	303
04.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	311
05.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	315
06.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	319
07.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	319
08.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	331
09.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	340
10.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	352
11.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	364
12.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	377
13.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	392
14.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	408
15.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	456
16.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	484
17.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	521
18.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	578
19.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	667
20.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	680
21.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	703
22.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	777
23.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	849
24.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	907
25.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	1019
26.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	1119
27.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	1196
28.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	1248
29.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	1291
30.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	1363
31.10.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	1393
01.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	1447
02.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	1535
03.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	1589
04.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	1646
05.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	1719
06.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	1801
07.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	1905
08.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	1989
09.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	2063
10.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	2112
11.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	2177
12.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	2229
13.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	2319
14.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	2364
15.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	2408
16.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	2479
17.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	2512
18.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	2551
19.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	2615
20.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	2649
21.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	2715
22.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	2778
23.11.2020	OPOLSKIE	Powiat kêdzierzyñsko-kozielski	2821
04.03.2020	OPOLSKIE	Powiat kluczborski	0
05.03.2020	OPOLSKIE	Powiat kluczborski	0
06.03.2020	OPOLSKIE	Powiat kluczborski	0
07.03.2020	OPOLSKIE	Powiat kluczborski	0
08.03.2020	OPOLSKIE	Powiat kluczborski	0
09.03.2020	OPOLSKIE	Powiat kluczborski	0
10.03.2020	OPOLSKIE	Powiat kluczborski	0
11.03.2020	OPOLSKIE	Powiat kluczborski	0
12.03.2020	OPOLSKIE	Powiat kluczborski	0
13.03.2020	OPOLSKIE	Powiat kluczborski	0
14.03.2020	OPOLSKIE	Powiat kluczborski	0
15.03.2020	OPOLSKIE	Powiat kluczborski	0
16.03.2020	OPOLSKIE	Powiat kluczborski	0
17.03.2020	OPOLSKIE	Powiat kluczborski	0
18.03.2020	OPOLSKIE	Powiat kluczborski	0
19.03.2020	OPOLSKIE	Powiat kluczborski	0
20.03.2020	OPOLSKIE	Powiat kluczborski	0
21.03.2020	OPOLSKIE	Powiat kluczborski	0
22.03.2020	OPOLSKIE	Powiat kluczborski	0
23.03.2020	OPOLSKIE	Powiat kluczborski	0
24.03.2020	OPOLSKIE	Powiat kluczborski	0
25.03.2020	OPOLSKIE	Powiat kluczborski	0
26.03.2020	OPOLSKIE	Powiat kluczborski	0
27.03.2020	OPOLSKIE	Powiat kluczborski	0
28.03.2020	OPOLSKIE	Powiat kluczborski	0
29.03.2020	OPOLSKIE	Powiat kluczborski	0
30.03.2020	OPOLSKIE	Powiat kluczborski	0
31.03.2020	OPOLSKIE	Powiat kluczborski	0
01.04.2020	OPOLSKIE	Powiat kluczborski	0
02.04.2020	OPOLSKIE	Powiat kluczborski	0
03.04.2020	OPOLSKIE	Powiat kluczborski	0
04.04.2020	OPOLSKIE	Powiat kluczborski	0
05.04.2020	OPOLSKIE	Powiat kluczborski	0
06.04.2020	OPOLSKIE	Powiat kluczborski	0
07.04.2020	OPOLSKIE	Powiat kluczborski	1
08.04.2020	OPOLSKIE	Powiat kluczborski	1
09.04.2020	OPOLSKIE	Powiat kluczborski	1
10.04.2020	OPOLSKIE	Powiat kluczborski	1
11.04.2020	OPOLSKIE	Powiat kluczborski	1
12.04.2020	OPOLSKIE	Powiat kluczborski	1
13.04.2020	OPOLSKIE	Powiat kluczborski	2
14.04.2020	OPOLSKIE	Powiat kluczborski	2
15.04.2020	OPOLSKIE	Powiat kluczborski	2
16.04.2020	OPOLSKIE	Powiat kluczborski	2
17.04.2020	OPOLSKIE	Powiat kluczborski	2
18.04.2020	OPOLSKIE	Powiat kluczborski	2
19.04.2020	OPOLSKIE	Powiat kluczborski	2
20.04.2020	OPOLSKIE	Powiat kluczborski	2
21.04.2020	OPOLSKIE	Powiat kluczborski	2
22.04.2020	OPOLSKIE	Powiat kluczborski	2
23.04.2020	OPOLSKIE	Powiat kluczborski	2
24.04.2020	OPOLSKIE	Powiat kluczborski	2
25.04.2020	OPOLSKIE	Powiat kluczborski	2
26.04.2020	OPOLSKIE	Powiat kluczborski	2
27.04.2020	OPOLSKIE	Powiat kluczborski	2
28.04.2020	OPOLSKIE	Powiat kluczborski	2
29.04.2020	OPOLSKIE	Powiat kluczborski	2
30.04.2020	OPOLSKIE	Powiat kluczborski	2
01.05.2020	OPOLSKIE	Powiat kluczborski	2
02.05.2020	OPOLSKIE	Powiat kluczborski	2
03.05.2020	OPOLSKIE	Powiat kluczborski	2
04.05.2020	OPOLSKIE	Powiat kluczborski	2
05.05.2020	OPOLSKIE	Powiat kluczborski	2
06.05.2020	OPOLSKIE	Powiat kluczborski	2
07.05.2020	OPOLSKIE	Powiat kluczborski	2
08.05.2020	OPOLSKIE	Powiat kluczborski	2
09.05.2020	OPOLSKIE	Powiat kluczborski	2
10.05.2020	OPOLSKIE	Powiat kluczborski	2
11.05.2020	OPOLSKIE	Powiat kluczborski	2
12.05.2020	OPOLSKIE	Powiat kluczborski	2
13.05.2020	OPOLSKIE	Powiat kluczborski	2
14.05.2020	OPOLSKIE	Powiat kluczborski	2
15.05.2020	OPOLSKIE	Powiat kluczborski	2
16.05.2020	OPOLSKIE	Powiat kluczborski	2
17.05.2020	OPOLSKIE	Powiat kluczborski	2
18.05.2020	OPOLSKIE	Powiat kluczborski	2
19.05.2020	OPOLSKIE	Powiat kluczborski	2
20.05.2020	OPOLSKIE	Powiat kluczborski	2
21.05.2020	OPOLSKIE	Powiat kluczborski	2
22.05.2020	OPOLSKIE	Powiat kluczborski	2
23.05.2020	OPOLSKIE	Powiat kluczborski	2
24.05.2020	OPOLSKIE	Powiat kluczborski	2
25.05.2020	OPOLSKIE	Powiat kluczborski	3
26.05.2020	OPOLSKIE	Powiat kluczborski	3
27.05.2020	OPOLSKIE	Powiat kluczborski	8
28.05.2020	OPOLSKIE	Powiat kluczborski	12
29.05.2020	OPOLSKIE	Powiat kluczborski	15
30.05.2020	OPOLSKIE	Powiat kluczborski	21
31.05.2020	OPOLSKIE	Powiat kluczborski	21
01.06.2020	OPOLSKIE	Powiat kluczborski	22
02.06.2020	OPOLSKIE	Powiat kluczborski	22
03.06.2020	OPOLSKIE	Powiat kluczborski	24
04.06.2020	OPOLSKIE	Powiat kluczborski	24
05.06.2020	OPOLSKIE	Powiat kluczborski	28
06.06.2020	OPOLSKIE	Powiat kluczborski	29
07.06.2020	OPOLSKIE	Powiat kluczborski	29
08.06.2020	OPOLSKIE	Powiat kluczborski	29
09.06.2020	OPOLSKIE	Powiat kluczborski	29
10.06.2020	OPOLSKIE	Powiat kluczborski	34
11.06.2020	OPOLSKIE	Powiat kluczborski	34
12.06.2020	OPOLSKIE	Powiat kluczborski	34
13.06.2020	OPOLSKIE	Powiat kluczborski	36
14.06.2020	OPOLSKIE	Powiat kluczborski	36
15.06.2020	OPOLSKIE	Powiat kluczborski	36
16.06.2020	OPOLSKIE	Powiat kluczborski	36
17.06.2020	OPOLSKIE	Powiat kluczborski	37
18.06.2020	OPOLSKIE	Powiat kluczborski	37
19.06.2020	OPOLSKIE	Powiat kluczborski	39
20.06.2020	OPOLSKIE	Powiat kluczborski	41
21.06.2020	OPOLSKIE	Powiat kluczborski	44
22.06.2020	OPOLSKIE	Powiat kluczborski	44
23.06.2020	OPOLSKIE	Powiat kluczborski	47
24.06.2020	OPOLSKIE	Powiat kluczborski	50
25.06.2020	OPOLSKIE	Powiat kluczborski	50
26.06.2020	OPOLSKIE	Powiat kluczborski	51
27.06.2020	OPOLSKIE	Powiat kluczborski	53
28.06.2020	OPOLSKIE	Powiat kluczborski	53
29.06.2020	OPOLSKIE	Powiat kluczborski	53
30.06.2020	OPOLSKIE	Powiat kluczborski	53
01.07.2020	OPOLSKIE	Powiat kluczborski	55
02.07.2020	OPOLSKIE	Powiat kluczborski	56
03.07.2020	OPOLSKIE	Powiat kluczborski	59
04.07.2020	OPOLSKIE	Powiat kluczborski	59
05.07.2020	OPOLSKIE	Powiat kluczborski	59
06.07.2020	OPOLSKIE	Powiat kluczborski	59
07.07.2020	OPOLSKIE	Powiat kluczborski	59
08.07.2020	OPOLSKIE	Powiat kluczborski	61
09.07.2020	OPOLSKIE	Powiat kluczborski	62
10.07.2020	OPOLSKIE	Powiat kluczborski	65
11.07.2020	OPOLSKIE	Powiat kluczborski	65
12.07.2020	OPOLSKIE	Powiat kluczborski	65
13.07.2020	OPOLSKIE	Powiat kluczborski	65
14.07.2020	OPOLSKIE	Powiat kluczborski	65
15.07.2020	OPOLSKIE	Powiat kluczborski	68
16.07.2020	OPOLSKIE	Powiat kluczborski	68
17.07.2020	OPOLSKIE	Powiat kluczborski	68
18.07.2020	OPOLSKIE	Powiat kluczborski	69
19.07.2020	OPOLSKIE	Powiat kluczborski	75
20.07.2020	OPOLSKIE	Powiat kluczborski	76
21.07.2020	OPOLSKIE	Powiat kluczborski	77
22.07.2020	OPOLSKIE	Powiat kluczborski	77
23.07.2020	OPOLSKIE	Powiat kluczborski	84
24.07.2020	OPOLSKIE	Powiat kluczborski	87
25.07.2020	OPOLSKIE	Powiat kluczborski	87
26.07.2020	OPOLSKIE	Powiat kluczborski	88
27.07.2020	OPOLSKIE	Powiat kluczborski	88
28.07.2020	OPOLSKIE	Powiat kluczborski	89
29.07.2020	OPOLSKIE	Powiat kluczborski	89
30.07.2020	OPOLSKIE	Powiat kluczborski	93
31.07.2020	OPOLSKIE	Powiat kluczborski	94
01.08.2020	OPOLSKIE	Powiat kluczborski	94
02.08.2020	OPOLSKIE	Powiat kluczborski	95
03.08.2020	OPOLSKIE	Powiat kluczborski	95
04.08.2020	OPOLSKIE	Powiat kluczborski	98
05.08.2020	OPOLSKIE	Powiat kluczborski	99
06.08.2020	OPOLSKIE	Powiat kluczborski	101
07.08.2020	OPOLSKIE	Powiat kluczborski	105
08.08.2020	OPOLSKIE	Powiat kluczborski	106
09.08.2020	OPOLSKIE	Powiat kluczborski	108
10.08.2020	OPOLSKIE	Powiat kluczborski	108
11.08.2020	OPOLSKIE	Powiat kluczborski	112
12.08.2020	OPOLSKIE	Powiat kluczborski	112
13.08.2020	OPOLSKIE	Powiat kluczborski	114
14.08.2020	OPOLSKIE	Powiat kluczborski	114
15.08.2020	OPOLSKIE	Powiat kluczborski	114
16.08.2020	OPOLSKIE	Powiat kluczborski	114
17.08.2020	OPOLSKIE	Powiat kluczborski	116
18.08.2020	OPOLSKIE	Powiat kluczborski	119
19.08.2020	OPOLSKIE	Powiat kluczborski	120
20.08.2020	OPOLSKIE	Powiat kluczborski	120
21.08.2020	OPOLSKIE	Powiat kluczborski	120
22.08.2020	OPOLSKIE	Powiat kluczborski	120
23.08.2020	OPOLSKIE	Powiat kluczborski	120
24.08.2020	OPOLSKIE	Powiat kluczborski	120
25.08.2020	OPOLSKIE	Powiat kluczborski	120
26.08.2020	OPOLSKIE	Powiat kluczborski	121
27.08.2020	OPOLSKIE	Powiat kluczborski	126
28.08.2020	OPOLSKIE	Powiat kluczborski	126
29.08.2020	OPOLSKIE	Powiat kluczborski	126
30.08.2020	OPOLSKIE	Powiat kluczborski	128
31.08.2020	OPOLSKIE	Powiat kluczborski	128
01.09.2020	OPOLSKIE	Powiat kluczborski	128
02.09.2020	OPOLSKIE	Powiat kluczborski	128
03.09.2020	OPOLSKIE	Powiat kluczborski	128
04.09.2020	OPOLSKIE	Powiat kluczborski	128
05.09.2020	OPOLSKIE	Powiat kluczborski	131
06.09.2020	OPOLSKIE	Powiat kluczborski	158
07.09.2020	OPOLSKIE	Powiat kluczborski	158
08.09.2020	OPOLSKIE	Powiat kluczborski	159
09.09.2020	OPOLSKIE	Powiat kluczborski	161
10.09.2020	OPOLSKIE	Powiat kluczborski	167
11.09.2020	OPOLSKIE	Powiat kluczborski	173
12.09.2020	OPOLSKIE	Powiat kluczborski	176
13.09.2020	OPOLSKIE	Powiat kluczborski	179
14.09.2020	OPOLSKIE	Powiat kluczborski	199
15.09.2020	OPOLSKIE	Powiat kluczborski	208
16.09.2020	OPOLSKIE	Powiat kluczborski	208
17.09.2020	OPOLSKIE	Powiat kluczborski	208
18.09.2020	OPOLSKIE	Powiat kluczborski	208
