date	province	district	infected_total
09.06.2020	LUBELSKIE	Powiat œwidnicki	9
10.06.2020	LUBELSKIE	Powiat œwidnicki	9
11.06.2020	LUBELSKIE	Powiat œwidnicki	9
12.06.2020	LUBELSKIE	Powiat œwidnicki	10
13.06.2020	LUBELSKIE	Powiat œwidnicki	10
14.06.2020	LUBELSKIE	Powiat œwidnicki	16
15.06.2020	LUBELSKIE	Powiat œwidnicki	16
16.06.2020	LUBELSKIE	Powiat œwidnicki	16
17.06.2020	LUBELSKIE	Powiat œwidnicki	16
18.06.2020	LUBELSKIE	Powiat œwidnicki	16
19.06.2020	LUBELSKIE	Powiat œwidnicki	17
20.06.2020	LUBELSKIE	Powiat œwidnicki	17
21.06.2020	LUBELSKIE	Powiat œwidnicki	18
22.06.2020	LUBELSKIE	Powiat œwidnicki	20
23.06.2020	LUBELSKIE	Powiat œwidnicki	21
24.06.2020	LUBELSKIE	Powiat œwidnicki	21
25.06.2020	LUBELSKIE	Powiat œwidnicki	21
26.06.2020	LUBELSKIE	Powiat œwidnicki	21
27.06.2020	LUBELSKIE	Powiat œwidnicki	22
28.06.2020	LUBELSKIE	Powiat œwidnicki	22
29.06.2020	LUBELSKIE	Powiat œwidnicki	22
30.06.2020	LUBELSKIE	Powiat œwidnicki	22
01.07.2020	LUBELSKIE	Powiat œwidnicki	22
02.07.2020	LUBELSKIE	Powiat œwidnicki	22
03.07.2020	LUBELSKIE	Powiat œwidnicki	22
04.07.2020	LUBELSKIE	Powiat œwidnicki	22
05.07.2020	LUBELSKIE	Powiat œwidnicki	22
06.07.2020	LUBELSKIE	Powiat œwidnicki	22
07.07.2020	LUBELSKIE	Powiat œwidnicki	22
08.07.2020	LUBELSKIE	Powiat œwidnicki	22
09.07.2020	LUBELSKIE	Powiat œwidnicki	22
10.07.2020	LUBELSKIE	Powiat œwidnicki	22
11.07.2020	LUBELSKIE	Powiat œwidnicki	22
12.07.2020	LUBELSKIE	Powiat œwidnicki	22
13.07.2020	LUBELSKIE	Powiat œwidnicki	22
14.07.2020	LUBELSKIE	Powiat œwidnicki	22
15.07.2020	LUBELSKIE	Powiat œwidnicki	22
16.07.2020	LUBELSKIE	Powiat œwidnicki	22
17.07.2020	LUBELSKIE	Powiat œwidnicki	22
18.07.2020	LUBELSKIE	Powiat œwidnicki	22
19.07.2020	LUBELSKIE	Powiat œwidnicki	22
20.07.2020	LUBELSKIE	Powiat œwidnicki	22
21.07.2020	LUBELSKIE	Powiat œwidnicki	22
22.07.2020	LUBELSKIE	Powiat œwidnicki	22
23.07.2020	LUBELSKIE	Powiat œwidnicki	22
24.07.2020	LUBELSKIE	Powiat œwidnicki	22
25.07.2020	LUBELSKIE	Powiat œwidnicki	22
26.07.2020	LUBELSKIE	Powiat œwidnicki	22
27.07.2020	LUBELSKIE	Powiat œwidnicki	22
28.07.2020	LUBELSKIE	Powiat œwidnicki	22
29.07.2020	LUBELSKIE	Powiat œwidnicki	22
30.07.2020	LUBELSKIE	Powiat œwidnicki	22
31.07.2020	LUBELSKIE	Powiat œwidnicki	22
01.08.2020	LUBELSKIE	Powiat œwidnicki	22
02.08.2020	LUBELSKIE	Powiat œwidnicki	22
03.08.2020	LUBELSKIE	Powiat œwidnicki	22
04.08.2020	LUBELSKIE	Powiat œwidnicki	22
05.08.2020	LUBELSKIE	Powiat œwidnicki	22
06.08.2020	LUBELSKIE	Powiat œwidnicki	22
07.08.2020	LUBELSKIE	Powiat œwidnicki	22
08.08.2020	LUBELSKIE	Powiat œwidnicki	22
09.08.2020	LUBELSKIE	Powiat œwidnicki	22
10.08.2020	LUBELSKIE	Powiat œwidnicki	22
11.08.2020	LUBELSKIE	Powiat œwidnicki	22
12.08.2020	LUBELSKIE	Powiat œwidnicki	22
13.08.2020	LUBELSKIE	Powiat œwidnicki	22
14.08.2020	LUBELSKIE	Powiat œwidnicki	22
15.08.2020	LUBELSKIE	Powiat œwidnicki	23
16.08.2020	LUBELSKIE	Powiat œwidnicki	23
17.08.2020	LUBELSKIE	Powiat œwidnicki	24
18.08.2020	LUBELSKIE	Powiat œwidnicki	24
19.08.2020	LUBELSKIE	Powiat œwidnicki	24
20.08.2020	LUBELSKIE	Powiat œwidnicki	24
21.08.2020	LUBELSKIE	Powiat œwidnicki	24
22.08.2020	LUBELSKIE	Powiat œwidnicki	24
23.08.2020	LUBELSKIE	Powiat œwidnicki	24
24.08.2020	LUBELSKIE	Powiat œwidnicki	24
25.08.2020	LUBELSKIE	Powiat œwidnicki	24
26.08.2020	LUBELSKIE	Powiat œwidnicki	24
27.08.2020	LUBELSKIE	Powiat œwidnicki	24
28.08.2020	LUBELSKIE	Powiat œwidnicki	24
29.08.2020	LUBELSKIE	Powiat œwidnicki	24
30.08.2020	LUBELSKIE	Powiat œwidnicki	24
31.08.2020	LUBELSKIE	Powiat œwidnicki	24
01.09.2020	LUBELSKIE	Powiat œwidnicki	24
02.09.2020	LUBELSKIE	Powiat œwidnicki	24
03.09.2020	LUBELSKIE	Powiat œwidnicki	24
04.09.2020	LUBELSKIE	Powiat œwidnicki	24
05.09.2020	LUBELSKIE	Powiat œwidnicki	24
06.09.2020	LUBELSKIE	Powiat œwidnicki	24
07.09.2020	LUBELSKIE	Powiat œwidnicki	24
08.09.2020	LUBELSKIE	Powiat œwidnicki	24
09.09.2020	LUBELSKIE	Powiat œwidnicki	25
10.09.2020	LUBELSKIE	Powiat œwidnicki	26
11.09.2020	LUBELSKIE	Powiat œwidnicki	27
12.09.2020	LUBELSKIE	Powiat œwidnicki	27
13.09.2020	LUBELSKIE	Powiat œwidnicki	27
14.09.2020	LUBELSKIE	Powiat œwidnicki	27
15.09.2020	LUBELSKIE	Powiat œwidnicki	27
16.09.2020	LUBELSKIE	Powiat œwidnicki	27
17.09.2020	LUBELSKIE	Powiat œwidnicki	27
18.09.2020	LUBELSKIE	Powiat œwidnicki	27
19.09.2020	LUBELSKIE	Powiat œwidnicki	27
20.09.2020	LUBELSKIE	Powiat œwidnicki	27
21.09.2020	LUBELSKIE	Powiat œwidnicki	27
22.09.2020	LUBELSKIE	Powiat œwidnicki	27
23.09.2020	LUBELSKIE	Powiat œwidnicki	28
24.09.2020	LUBELSKIE	Powiat œwidnicki	28
25.09.2020	LUBELSKIE	Powiat œwidnicki	31
26.09.2020	LUBELSKIE	Powiat œwidnicki	37
27.09.2020	LUBELSKIE	Powiat œwidnicki	42
28.09.2020	LUBELSKIE	Powiat œwidnicki	45
29.09.2020	LUBELSKIE	Powiat œwidnicki	46
30.09.2020	LUBELSKIE	Powiat œwidnicki	48
01.10.2020	LUBELSKIE	Powiat œwidnicki	48
02.10.2020	LUBELSKIE	Powiat œwidnicki	55
03.10.2020	LUBELSKIE	Powiat œwidnicki	61
04.10.2020	LUBELSKIE	Powiat œwidnicki	61
05.10.2020	LUBELSKIE	Powiat œwidnicki	70
06.10.2020	LUBELSKIE	Powiat œwidnicki	81
07.10.2020	LUBELSKIE	Powiat œwidnicki	84
08.10.2020	LUBELSKIE	Powiat œwidnicki	97
09.10.2020	LUBELSKIE	Powiat œwidnicki	100
10.10.2020	LUBELSKIE	Powiat œwidnicki	115
11.10.2020	LUBELSKIE	Powiat œwidnicki	128
12.10.2020	LUBELSKIE	Powiat œwidnicki	143
13.10.2020	LUBELSKIE	Powiat œwidnicki	145
14.10.2020	LUBELSKIE	Powiat œwidnicki	169
15.10.2020	LUBELSKIE	Powiat œwidnicki	182
16.10.2020	LUBELSKIE	Powiat œwidnicki	196
17.10.2020	LUBELSKIE	Powiat œwidnicki	216
18.10.2020	LUBELSKIE	Powiat œwidnicki	223
19.10.2020	LUBELSKIE	Powiat œwidnicki	249
20.10.2020	LUBELSKIE	Powiat œwidnicki	256
21.10.2020	LUBELSKIE	Powiat œwidnicki	284
22.10.2020	LUBELSKIE	Powiat œwidnicki	308
23.10.2020	LUBELSKIE	Powiat œwidnicki	344
24.10.2020	LUBELSKIE	Powiat œwidnicki	361
25.10.2020	LUBELSKIE	Powiat œwidnicki	387
26.10.2020	LUBELSKIE	Powiat œwidnicki	429
27.10.2020	LUBELSKIE	Powiat œwidnicki	448
28.10.2020	LUBELSKIE	Powiat œwidnicki	480
29.10.2020	LUBELSKIE	Powiat œwidnicki	536
30.10.2020	LUBELSKIE	Powiat œwidnicki	574
31.10.2020	LUBELSKIE	Powiat œwidnicki	618
01.11.2020	LUBELSKIE	Powiat œwidnicki	678
02.11.2020	LUBELSKIE	Powiat œwidnicki	709
03.11.2020	LUBELSKIE	Powiat œwidnicki	748
04.11.2020	LUBELSKIE	Powiat œwidnicki	836
05.11.2020	LUBELSKIE	Powiat œwidnicki	874
06.11.2020	LUBELSKIE	Powiat œwidnicki	930
07.11.2020	LUBELSKIE	Powiat œwidnicki	969
08.11.2020	LUBELSKIE	Powiat œwidnicki	1052
09.11.2020	LUBELSKIE	Powiat œwidnicki	1069
10.11.2020	LUBELSKIE	Powiat œwidnicki	1111
11.11.2020	LUBELSKIE	Powiat œwidnicki	1160
12.11.2020	LUBELSKIE	Powiat œwidnicki	1218
13.11.2020	LUBELSKIE	Powiat œwidnicki	1262
14.11.2020	LUBELSKIE	Powiat œwidnicki	1348
15.11.2020	LUBELSKIE	Powiat œwidnicki	1387
16.11.2020	LUBELSKIE	Powiat œwidnicki	1432
17.11.2020	LUBELSKIE	Powiat œwidnicki	1500
18.11.2020	LUBELSKIE	Powiat œwidnicki	1558
19.11.2020	LUBELSKIE	Powiat œwidnicki	1625
20.11.2020	LUBELSKIE	Powiat œwidnicki	1634
21.11.2020	LUBELSKIE	Powiat œwidnicki	1723
22.11.2020	LUBELSKIE	Powiat œwidnicki	1797
23.11.2020	LUBELSKIE	Powiat œwidnicki	1838
04.03.2020	LUBELSKIE	Powiat tomaszowski	0
05.03.2020	LUBELSKIE	Powiat tomaszowski	0
06.03.2020	LUBELSKIE	Powiat tomaszowski	0
07.03.2020	LUBELSKIE	Powiat tomaszowski	0
08.03.2020	LUBELSKIE	Powiat tomaszowski	0
09.03.2020	LUBELSKIE	Powiat tomaszowski	0
10.03.2020	LUBELSKIE	Powiat tomaszowski	0
11.03.2020	LUBELSKIE	Powiat tomaszowski	0
12.03.2020	LUBELSKIE	Powiat tomaszowski	0
13.03.2020	LUBELSKIE	Powiat tomaszowski	0
14.03.2020	LUBELSKIE	Powiat tomaszowski	0
15.03.2020	LUBELSKIE	Powiat tomaszowski	1
16.03.2020	LUBELSKIE	Powiat tomaszowski	1
17.03.2020	LUBELSKIE	Powiat tomaszowski	1
18.03.2020	LUBELSKIE	Powiat tomaszowski	1
19.03.2020	LUBELSKIE	Powiat tomaszowski	1
20.03.2020	LUBELSKIE	Powiat tomaszowski	1
21.03.2020	LUBELSKIE	Powiat tomaszowski	1
22.03.2020	LUBELSKIE	Powiat tomaszowski	1
23.03.2020	LUBELSKIE	Powiat tomaszowski	1
24.03.2020	LUBELSKIE	Powiat tomaszowski	1
25.03.2020	LUBELSKIE	Powiat tomaszowski	2
26.03.2020	LUBELSKIE	Powiat tomaszowski	2
27.03.2020	LUBELSKIE	Powiat tomaszowski	2
28.03.2020	LUBELSKIE	Powiat tomaszowski	2
29.03.2020	LUBELSKIE	Powiat tomaszowski	2
30.03.2020	LUBELSKIE	Powiat tomaszowski	2
31.03.2020	LUBELSKIE	Powiat tomaszowski	2
01.04.2020	LUBELSKIE	Powiat tomaszowski	1
02.04.2020	LUBELSKIE	Powiat tomaszowski	1
03.04.2020	LUBELSKIE	Powiat tomaszowski	1
04.04.2020	LUBELSKIE	Powiat tomaszowski	1
05.04.2020	LUBELSKIE	Powiat tomaszowski	1
06.04.2020	LUBELSKIE	Powiat tomaszowski	1
07.04.2020	LUBELSKIE	Powiat tomaszowski	1
08.04.2020	LUBELSKIE	Powiat tomaszowski	1
09.04.2020	LUBELSKIE	Powiat tomaszowski	1
10.04.2020	LUBELSKIE	Powiat tomaszowski	1
11.04.2020	LUBELSKIE	Powiat tomaszowski	1
12.04.2020	LUBELSKIE	Powiat tomaszowski	1
13.04.2020	LUBELSKIE	Powiat tomaszowski	1
14.04.2020	LUBELSKIE	Powiat tomaszowski	1
15.04.2020	LUBELSKIE	Powiat tomaszowski	1
16.04.2020	LUBELSKIE	Powiat tomaszowski	1
17.04.2020	LUBELSKIE	Powiat tomaszowski	1
18.04.2020	LUBELSKIE	Powiat tomaszowski	1
19.04.2020	LUBELSKIE	Powiat tomaszowski	1
20.04.2020	LUBELSKIE	Powiat tomaszowski	1
21.04.2020	LUBELSKIE	Powiat tomaszowski	1
22.04.2020	LUBELSKIE	Powiat tomaszowski	1
23.04.2020	LUBELSKIE	Powiat tomaszowski	1
24.04.2020	LUBELSKIE	Powiat tomaszowski	1
25.04.2020	LUBELSKIE	Powiat tomaszowski	1
26.04.2020	LUBELSKIE	Powiat tomaszowski	2
27.04.2020	LUBELSKIE	Powiat tomaszowski	2
28.04.2020	LUBELSKIE	Powiat tomaszowski	2
29.04.2020	LUBELSKIE	Powiat tomaszowski	2
30.04.2020	LUBELSKIE	Powiat tomaszowski	2
01.05.2020	LUBELSKIE	Powiat tomaszowski	2
02.05.2020	LUBELSKIE	Powiat tomaszowski	2
03.05.2020	LUBELSKIE	Powiat tomaszowski	2
04.05.2020	LUBELSKIE	Powiat tomaszowski	2
05.05.2020	LUBELSKIE	Powiat tomaszowski	2
06.05.2020	LUBELSKIE	Powiat tomaszowski	2
07.05.2020	LUBELSKIE	Powiat tomaszowski	2
08.05.2020	LUBELSKIE	Powiat tomaszowski	4
09.05.2020	LUBELSKIE	Powiat tomaszowski	4
10.05.2020	LUBELSKIE	Powiat tomaszowski	5
11.05.2020	LUBELSKIE	Powiat tomaszowski	6
12.05.2020	LUBELSKIE	Powiat tomaszowski	8
13.05.2020	LUBELSKIE	Powiat tomaszowski	9
14.05.2020	LUBELSKIE	Powiat tomaszowski	9
15.05.2020	LUBELSKIE	Powiat tomaszowski	9
16.05.2020	LUBELSKIE	Powiat tomaszowski	9
17.05.2020	LUBELSKIE	Powiat tomaszowski	9
18.05.2020	LUBELSKIE	Powiat tomaszowski	9
19.05.2020	LUBELSKIE	Powiat tomaszowski	9
20.05.2020	LUBELSKIE	Powiat tomaszowski	9
21.05.2020	LUBELSKIE	Powiat tomaszowski	9
22.05.2020	LUBELSKIE	Powiat tomaszowski	9
23.05.2020	LUBELSKIE	Powiat tomaszowski	9
24.05.2020	LUBELSKIE	Powiat tomaszowski	10
25.05.2020	LUBELSKIE	Powiat tomaszowski	10
26.05.2020	LUBELSKIE	Powiat tomaszowski	10
27.05.2020	LUBELSKIE	Powiat tomaszowski	13
28.05.2020	LUBELSKIE	Powiat tomaszowski	13
29.05.2020	LUBELSKIE	Powiat tomaszowski	13
30.05.2020	LUBELSKIE	Powiat tomaszowski	13
31.05.2020	LUBELSKIE	Powiat tomaszowski	13
01.06.2020	LUBELSKIE	Powiat tomaszowski	14
02.06.2020	LUBELSKIE	Powiat tomaszowski	14
03.06.2020	LUBELSKIE	Powiat tomaszowski	14
04.06.2020	LUBELSKIE	Powiat tomaszowski	14
05.06.2020	LUBELSKIE	Powiat tomaszowski	14
06.06.2020	LUBELSKIE	Powiat tomaszowski	14
07.06.2020	LUBELSKIE	Powiat tomaszowski	14
08.06.2020	LUBELSKIE	Powiat tomaszowski	14
09.06.2020	LUBELSKIE	Powiat tomaszowski	14
10.06.2020	LUBELSKIE	Powiat tomaszowski	14
11.06.2020	LUBELSKIE	Powiat tomaszowski	14
12.06.2020	LUBELSKIE	Powiat tomaszowski	14
13.06.2020	LUBELSKIE	Powiat tomaszowski	14
14.06.2020	LUBELSKIE	Powiat tomaszowski	14
15.06.2020	LUBELSKIE	Powiat tomaszowski	14
16.06.2020	LUBELSKIE	Powiat tomaszowski	14
17.06.2020	LUBELSKIE	Powiat tomaszowski	14
18.06.2020	LUBELSKIE	Powiat tomaszowski	14
19.06.2020	LUBELSKIE	Powiat tomaszowski	14
20.06.2020	LUBELSKIE	Powiat tomaszowski	14
21.06.2020	LUBELSKIE	Powiat tomaszowski	14
22.06.2020	LUBELSKIE	Powiat tomaszowski	14
23.06.2020	LUBELSKIE	Powiat tomaszowski	14
24.06.2020	LUBELSKIE	Powiat tomaszowski	15
25.06.2020	LUBELSKIE	Powiat tomaszowski	15
26.06.2020	LUBELSKIE	Powiat tomaszowski	16
27.06.2020	LUBELSKIE	Powiat tomaszowski	16
28.06.2020	LUBELSKIE	Powiat tomaszowski	20
29.06.2020	LUBELSKIE	Powiat tomaszowski	20
30.06.2020	LUBELSKIE	Powiat tomaszowski	20
01.07.2020	LUBELSKIE	Powiat tomaszowski	20
02.07.2020	LUBELSKIE	Powiat tomaszowski	21
03.07.2020	LUBELSKIE	Powiat tomaszowski	21
04.07.2020	LUBELSKIE	Powiat tomaszowski	25
05.07.2020	LUBELSKIE	Powiat tomaszowski	25
06.07.2020	LUBELSKIE	Powiat tomaszowski	25
07.07.2020	LUBELSKIE	Powiat tomaszowski	26
08.07.2020	LUBELSKIE	Powiat tomaszowski	26
09.07.2020	LUBELSKIE	Powiat tomaszowski	26
10.07.2020	LUBELSKIE	Powiat tomaszowski	26
11.07.2020	LUBELSKIE	Powiat tomaszowski	26
12.07.2020	LUBELSKIE	Powiat tomaszowski	26
13.07.2020	LUBELSKIE	Powiat tomaszowski	26
14.07.2020	LUBELSKIE	Powiat tomaszowski	26
15.07.2020	LUBELSKIE	Powiat tomaszowski	26
16.07.2020	LUBELSKIE	Powiat tomaszowski	27
17.07.2020	LUBELSKIE	Powiat tomaszowski	27
18.07.2020	LUBELSKIE	Powiat tomaszowski	27
19.07.2020	LUBELSKIE	Powiat tomaszowski	27
20.07.2020	LUBELSKIE	Powiat tomaszowski	27
21.07.2020	LUBELSKIE	Powiat tomaszowski	27
22.07.2020	LUBELSKIE	Powiat tomaszowski	27
23.07.2020	LUBELSKIE	Powiat tomaszowski	27
24.07.2020	LUBELSKIE	Powiat tomaszowski	27
25.07.2020	LUBELSKIE	Powiat tomaszowski	27
26.07.2020	LUBELSKIE	Powiat tomaszowski	27
27.07.2020	LUBELSKIE	Powiat tomaszowski	27
28.07.2020	LUBELSKIE	Powiat tomaszowski	27
29.07.2020	LUBELSKIE	Powiat tomaszowski	27
30.07.2020	LUBELSKIE	Powiat tomaszowski	27
31.07.2020	LUBELSKIE	Powiat tomaszowski	27
01.08.2020	LUBELSKIE	Powiat tomaszowski	28
02.08.2020	LUBELSKIE	Powiat tomaszowski	28
03.08.2020	LUBELSKIE	Powiat tomaszowski	28
04.08.2020	LUBELSKIE	Powiat tomaszowski	28
05.08.2020	LUBELSKIE	Powiat tomaszowski	29
06.08.2020	LUBELSKIE	Powiat tomaszowski	30
07.08.2020	LUBELSKIE	Powiat tomaszowski	30
08.08.2020	LUBELSKIE	Powiat tomaszowski	30
09.08.2020	LUBELSKIE	Powiat tomaszowski	30
10.08.2020	LUBELSKIE	Powiat tomaszowski	30
11.08.2020	LUBELSKIE	Powiat tomaszowski	30
12.08.2020	LUBELSKIE	Powiat tomaszowski	30
13.08.2020	LUBELSKIE	Powiat tomaszowski	30
14.08.2020	LUBELSKIE	Powiat tomaszowski	32
15.08.2020	LUBELSKIE	Powiat tomaszowski	30
16.08.2020	LUBELSKIE	Powiat tomaszowski	30
17.08.2020	LUBELSKIE	Powiat tomaszowski	30
18.08.2020	LUBELSKIE	Powiat tomaszowski	30
19.08.2020	LUBELSKIE	Powiat tomaszowski	30
20.08.2020	LUBELSKIE	Powiat tomaszowski	30
21.08.2020	LUBELSKIE	Powiat tomaszowski	30
22.08.2020	LUBELSKIE	Powiat tomaszowski	30
23.08.2020	LUBELSKIE	Powiat tomaszowski	30
24.08.2020	LUBELSKIE	Powiat tomaszowski	30
25.08.2020	LUBELSKIE	Powiat tomaszowski	32
26.08.2020	LUBELSKIE	Powiat tomaszowski	32
27.08.2020	LUBELSKIE	Powiat tomaszowski	33
28.08.2020	LUBELSKIE	Powiat tomaszowski	33
29.08.2020	LUBELSKIE	Powiat tomaszowski	34
30.08.2020	LUBELSKIE	Powiat tomaszowski	49
31.08.2020	LUBELSKIE	Powiat tomaszowski	49
01.09.2020	LUBELSKIE	Powiat tomaszowski	52
02.09.2020	LUBELSKIE	Powiat tomaszowski	52
03.09.2020	LUBELSKIE	Powiat tomaszowski	56
04.09.2020	LUBELSKIE	Powiat tomaszowski	59
05.09.2020	LUBELSKIE	Powiat tomaszowski	60
06.09.2020	LUBELSKIE	Powiat tomaszowski	60
07.09.2020	LUBELSKIE	Powiat tomaszowski	60
08.09.2020	LUBELSKIE	Powiat tomaszowski	60
09.09.2020	LUBELSKIE	Powiat tomaszowski	60
10.09.2020	LUBELSKIE	Powiat tomaszowski	61
11.09.2020	LUBELSKIE	Powiat tomaszowski	61
12.09.2020	LUBELSKIE	Powiat tomaszowski	61
13.09.2020	LUBELSKIE	Powiat tomaszowski	61
14.09.2020	LUBELSKIE	Powiat tomaszowski	61
15.09.2020	LUBELSKIE	Powiat tomaszowski	61
16.09.2020	LUBELSKIE	Powiat tomaszowski	63
17.09.2020	LUBELSKIE	Powiat tomaszowski	63
18.09.2020	LUBELSKIE	Powiat tomaszowski	63
19.09.2020	LUBELSKIE	Powiat tomaszowski	131
20.09.2020	LUBELSKIE	Powiat tomaszowski	132
21.09.2020	LUBELSKIE	Powiat tomaszowski	133
22.09.2020	LUBELSKIE	Powiat tomaszowski	133
23.09.2020	LUBELSKIE	Powiat tomaszowski	133
24.09.2020	LUBELSKIE	Powiat tomaszowski	134
25.09.2020	LUBELSKIE	Powiat tomaszowski	138
26.09.2020	LUBELSKIE	Powiat tomaszowski	140
27.09.2020	LUBELSKIE	Powiat tomaszowski	140
28.09.2020	LUBELSKIE	Powiat tomaszowski	146
29.09.2020	LUBELSKIE	Powiat tomaszowski	146
30.09.2020	LUBELSKIE	Powiat tomaszowski	149
01.10.2020	LUBELSKIE	Powiat tomaszowski	150
02.10.2020	LUBELSKIE	Powiat tomaszowski	152
03.10.2020	LUBELSKIE	Powiat tomaszowski	153
04.10.2020	LUBELSKIE	Powiat tomaszowski	153
05.10.2020	LUBELSKIE	Powiat tomaszowski	156
06.10.2020	LUBELSKIE	Powiat tomaszowski	157
07.10.2020	LUBELSKIE	Powiat tomaszowski	157
08.10.2020	LUBELSKIE	Powiat tomaszowski	161
09.10.2020	LUBELSKIE	Powiat tomaszowski	162
10.10.2020	LUBELSKIE	Powiat tomaszowski	164
11.10.2020	LUBELSKIE	Powiat tomaszowski	169
12.10.2020	LUBELSKIE	Powiat tomaszowski	172
13.10.2020	LUBELSKIE	Powiat tomaszowski	172
14.10.2020	LUBELSKIE	Powiat tomaszowski	178
15.10.2020	LUBELSKIE	Powiat tomaszowski	179
16.10.2020	LUBELSKIE	Powiat tomaszowski	183
17.10.2020	LUBELSKIE	Powiat tomaszowski	185
18.10.2020	LUBELSKIE	Powiat tomaszowski	201
19.10.2020	LUBELSKIE	Powiat tomaszowski	202
20.10.2020	LUBELSKIE	Powiat tomaszowski	202
21.10.2020	LUBELSKIE	Powiat tomaszowski	206
22.10.2020	LUBELSKIE	Powiat tomaszowski	209
23.10.2020	LUBELSKIE	Powiat tomaszowski	224
24.10.2020	LUBELSKIE	Powiat tomaszowski	290
25.10.2020	LUBELSKIE	Powiat tomaszowski	290
26.10.2020	LUBELSKIE	Powiat tomaszowski	334
27.10.2020	LUBELSKIE	Powiat tomaszowski	334
28.10.2020	LUBELSKIE	Powiat tomaszowski	334
29.10.2020	LUBELSKIE	Powiat tomaszowski	372
30.10.2020	LUBELSKIE	Powiat tomaszowski	443
31.10.2020	LUBELSKIE	Powiat tomaszowski	565
01.11.2020	LUBELSKIE	Powiat tomaszowski	583
02.11.2020	LUBELSKIE	Powiat tomaszowski	630
03.11.2020	LUBELSKIE	Powiat tomaszowski	650
04.11.2020	LUBELSKIE	Powiat tomaszowski	679
05.11.2020	LUBELSKIE	Powiat tomaszowski	682
06.11.2020	LUBELSKIE	Powiat tomaszowski	728
07.11.2020	LUBELSKIE	Powiat tomaszowski	825
08.11.2020	LUBELSKIE	Powiat tomaszowski	847
09.11.2020	LUBELSKIE	Powiat tomaszowski	878
10.11.2020	LUBELSKIE	Powiat tomaszowski	923
11.11.2020	LUBELSKIE	Powiat tomaszowski	961
12.11.2020	LUBELSKIE	Powiat tomaszowski	1005
13.11.2020	LUBELSKIE	Powiat tomaszowski	1008
14.11.2020	LUBELSKIE	Powiat tomaszowski	1034
15.11.2020	LUBELSKIE	Powiat tomaszowski	1083
16.11.2020	LUBELSKIE	Powiat tomaszowski	1123
17.11.2020	LUBELSKIE	Powiat tomaszowski	1133
18.11.2020	LUBELSKIE	Powiat tomaszowski	1144
19.11.2020	LUBELSKIE	Powiat tomaszowski	1174
20.11.2020	LUBELSKIE	Powiat tomaszowski	1176
21.11.2020	LUBELSKIE	Powiat tomaszowski	1227
22.11.2020	LUBELSKIE	Powiat tomaszowski	1268
23.11.2020	LUBELSKIE	Powiat tomaszowski	1300
04.03.2020	LUBELSKIE	Powiat w³odawski	0
05.03.2020	LUBELSKIE	Powiat w³odawski	0
06.03.2020	LUBELSKIE	Powiat w³odawski	0
07.03.2020	LUBELSKIE	Powiat w³odawski	0
08.03.2020	LUBELSKIE	Powiat w³odawski	0
09.03.2020	LUBELSKIE	Powiat w³odawski	0
10.03.2020	LUBELSKIE	Powiat w³odawski	0
11.03.2020	LUBELSKIE	Powiat w³odawski	0
12.03.2020	LUBELSKIE	Powiat w³odawski	0
13.03.2020	LUBELSKIE	Powiat w³odawski	0
14.03.2020	LUBELSKIE	Powiat w³odawski	0
15.03.2020	LUBELSKIE	Powiat w³odawski	0
16.03.2020	LUBELSKIE	Powiat w³odawski	0
17.03.2020	LUBELSKIE	Powiat w³odawski	0
18.03.2020	LUBELSKIE	Powiat w³odawski	0
19.03.2020	LUBELSKIE	Powiat w³odawski	0
20.03.2020	LUBELSKIE	Powiat w³odawski	0
21.03.2020	LUBELSKIE	Powiat w³odawski	0
22.03.2020	LUBELSKIE	Powiat w³odawski	0
23.03.2020	LUBELSKIE	Powiat w³odawski	0
24.03.2020	LUBELSKIE	Powiat w³odawski	0
25.03.2020	LUBELSKIE	Powiat w³odawski	0
26.03.2020	LUBELSKIE	Powiat w³odawski	0
27.03.2020	LUBELSKIE	Powiat w³odawski	0
28.03.2020	LUBELSKIE	Powiat w³odawski	0
29.03.2020	LUBELSKIE	Powiat w³odawski	0
30.03.2020	LUBELSKIE	Powiat w³odawski	0
31.03.2020	LUBELSKIE	Powiat w³odawski	0
01.04.2020	LUBELSKIE	Powiat w³odawski	0
02.04.2020	LUBELSKIE	Powiat w³odawski	0
03.04.2020	LUBELSKIE	Powiat w³odawski	0
04.04.2020	LUBELSKIE	Powiat w³odawski	0
05.04.2020	LUBELSKIE	Powiat w³odawski	0
06.04.2020	LUBELSKIE	Powiat w³odawski	0
07.04.2020	LUBELSKIE	Powiat w³odawski	0
08.04.2020	LUBELSKIE	Powiat w³odawski	0
09.04.2020	LUBELSKIE	Powiat w³odawski	0
10.04.2020	LUBELSKIE	Powiat w³odawski	0
11.04.2020	LUBELSKIE	Powiat w³odawski	0
12.04.2020	LUBELSKIE	Powiat w³odawski	0
13.04.2020	LUBELSKIE	Powiat w³odawski	0
14.04.2020	LUBELSKIE	Powiat w³odawski	0
15.04.2020	LUBELSKIE	Powiat w³odawski	0
16.04.2020	LUBELSKIE	Powiat w³odawski	0
17.04.2020	LUBELSKIE	Powiat w³odawski	0
18.04.2020	LUBELSKIE	Powiat w³odawski	0
19.04.2020	LUBELSKIE	Powiat w³odawski	0
20.04.2020	LUBELSKIE	Powiat w³odawski	0
21.04.2020	LUBELSKIE	Powiat w³odawski	0
22.04.2020	LUBELSKIE	Powiat w³odawski	0
